Column 1,Column 2
A cat is perched on the tOp of a toilet seat in the bathroom.: 1.0,A cat is perched in the top of a toilet seat in the bathroon.: 0.9892597198486328
A cat is perched on the toP of a toilet seat in the bathroom.: 1.0,A cat is perched on bthe top of a toilet seat in he bathroom.: 0.9892269372940063
A cat is perched on the top Of a toilet seat in the bathroom.: 1.0,A cat is perched on the top of a toilet seat in he bathroo.: 0.9889689683914185
A cat is perched on the top oF a toilet seat in the bathroom.: 1.0,A cat is perched On the top of a dtoilet seat in the bathroom.: 0.9889649152755737
A cat is perched on the top of a Toilet seat in the bathroom.: 1.0,A cat is perched on the top of a toilet aseat in Hthe bathroom.: 0.9888986945152283
A cat is perched on the top of a tOilet seat in the bathroom.: 1.0,A cat s perched on the top of a toilet seat on the bathroom.: 0.9883851408958435
A cat is perched on the top of a toIlet seat in the bathroom.: 1.0,A cat is perched on th top of a toilet Seat in the bathroom.: 0.9883652925491333
A cat is perched on the top of a toiLet seat in the bathroom.: 1.0,A cat is perched on the top of a toilet seat in thfe bathromo.: 0.9883116483688354
A cat is perched on the top of a toilEt seat in the bathroom.: 1.0,A cat is perched on the top of a Toilet seat in tte bathroom.: 0.9882972836494446
A cat is perched on the top of a toileT seat in the bathroom.: 1.0,A cat is perched on yhe atop of a toilet seat in the bathroom.: 0.9882606863975525
A cat is perched on the top of a toilet Seat in the bathroom.: 1.0,A cat is perched on the top of a toilet Aseat in bthe bathroom.: 0.9882343411445618
A cat is perched on the top of a toilet sEat in the bathroom.: 1.0,A cat s perched on the top of a toilet seat in he bathroom.: 0.9881517887115479
A cat is perched on the top of a toilet seAt in the bathroom.: 1.0,A cat is perched on te top of a toilet seat in he bathroom.: 0.9876779317855835
A cat is perched on the top of a toilet seaT in the bathroom.: 1.0,A cat is perched on the top of a toilet seat ln sthe bathroom.: 0.9876385927200317
A cat is perched on the top of a toilet seat In the bathroom.: 1.0,A cat is Cperched on the top of a toilet seat in he bathroom.: 0.9875955581665039
A cat is perched on the top of a toilet seat iN the bathroom.: 1.0,A cat is perched on the top of a toilet seat in tue bathrooM.: 0.9875316023826599
A cat is perched on the top of a toilet seat in The bathroom.: 1.0,A cat is Tperched on the top of a toilet seat in tte bathroom.: 0.9872433543205261
A cat is perched on the top of a toilet seat in tHe bathroom.: 1.0,A cat is perched on the top of a toilet seat iin the bathrooom.: 0.9872261881828308
A cat is perched on the top of a toilet seat in thE bathroom.: 1.0,A cat is perched on the top of a toilet Xseat in the bathromo.: 0.9872079491615295
A cat is perched on the top of a toilet seat in the Bathroom.: 1.0,A cat is perched on teh top of a toilet seat in he bathroom.: 0.9871456027030945
A cat is perched on the top of a toilet seat in the bAthroom.: 1.0,A cat ks perched on the top of a toilet seat in he bathroom.: 0.9870851039886475
A cat is perched on the top of a toilet seat in the baThroom.: 1.0,A cat is perched on mthe top of a toilet seat in jthe bathroom.: 0.9870235919952393
A cat is perched on the top of a toilet seat in the batHroom.: 1.0,A cat js perched on the top of a toilet seat in the bathrooom.: 0.9869737029075623
A cat is perched on the top of a toilet seat in the bathRoom.: 1.0,A cat is perched on tte top of a toilet seat in the bathroon.: 0.9869639873504639
A cat is perched on the top of a toilet seat in the bathrOom.: 1.0,A cat js perched on he top of a toilet seat in the bathroom.: 0.9868409037590027
A cat is perched on the top of a toilet seat in the bathroOm.: 1.0,A cat is perched on ythe top of a toilet seat in thie bathroom.: 0.9867981672286987
A cat is perched on the top of a toilet seat in the bathrooM.: 1.0,A cat is perched on te top of a toilet seat in the bathromo.: 0.9867023229598999
A cat is perched on the top of a toilet seat in the bathroom.: 1.0,A cat is perched on teh top of a toilet seat in the bathrom.: 0.9866723418235779
A cat is Yperched on the top of a toilet seat in the bathroom.: 0.9988657832145691,A cat is perched on the top of a toilet Xseat in Qthe bathroom.: 0.986544132232666
A cat is yperched on the top of a toilet seat in the bathroom.: 0.9988657832145691,A cat is perched on Othe top of a toilet seat in the bathroAom.: 0.9863249659538269
A cat is Lperched on the top of a toilet seat in the bathroom.: 0.9987022280693054,A cat is perched on the top of a toilet seaT in fhe bathroom.: 0.986303448677063
A cat is lperched on the top of a toilet seat in the bathroom.: 0.9987022280693054,A cat is perched on the top of a toilet seat in teh bathrom.: 0.986298680305481
A cat is Hperched on the top of a toilet seat in the bathroom.: 0.99854975938797,A cat is perched on te top of a toilet seat in thVe bathroom.: 0.9862562417984009
A cat is hperched on the top of a toilet seat in the bathroom.: 0.99854975938797,A cat is perched on teh top of a toilet cseat in the bathroom.: 0.9860840439796448
A cat is Tperched on the top of a toilet seat in the bathroom.: 0.9983101487159729,A cat is perched on the top of a toilet seat in yhe bathrom.: 0.9860670566558838
A cat is tperched on the top of a toilet seat in the bathroom.: 0.9983101487159729,A cat is perched on Zthe top of a toilet seat in Hthe bathroom.: 0.9860213398933411
A cat is Bperched on the top of a toilet seat in the bathroom.: 0.9981598258018494,A cat is perched on the top of a toilet pseat kn the bathroom.: 0.9858612418174744
A cat is bperched on the top of a toilet seat in the bathroom.: 0.9981598258018494,A cat is perched on teh top of a toilet seat in wthe bathroom.: 0.985853374004364
A cat is Iperched on the top of a toilet seat in the bathroom.: 0.9980182647705078,A cat is perched on the Atop of a toilet seat in the bathroo.: 0.9858530163764954
A cat is iperched on the top of a toilet seat in the bathroom.: 0.9980182647705078,A cat is perched on thte top of a toilet seat in the bathromo.: 0.9858489632606506
A cat is perched on the top of a toilet seat On the bathroom.: 0.9976627826690674,A cat s perched on tthe top of a toilet seat in the bathroom.: 0.9858100414276123
A cat is perched on the top of a toilet seat on the bathroom.: 0.9976627826690674,A cat is perches on the top of a toilet seat in the batHroom.: 0.9856987595558167
A cat is Dperched on the top of a toilet seat in the bathroom.: 0.9976060390472412,A cat is perched on te top of a toilet seat in hthe bathroom.: 0.9856335520744324
A cat is dperched on the top of a toilet seat in the bathroom.: 0.9976060390472412,A cat is perched on the ttop of a toilet seat in th bathroom.: 0.9856330156326294
A cat is Mperched on the top of a toilet seat in the bathroom.: 0.9975204467773438,A cat s perched on the top of a toilet vseat in the bathroom.: 0.9855036735534668
A cat is mperched on the top of a toilet seat in the bathroom.: 0.9975204467773438,A cat is perched on Pthe top of a toilet seat in te bathroom.: 0.9854636788368225
A cat is perched on Sthe top of a toilet seat in the bathroom.: 0.997393012046814,A cat is perched on the top of a toilet seat iin th bathroom.: 0.9854432344436646
A cat is perched on sthe top of a toilet seat in the bathroom.: 0.997393012046814,A cat is perched on te ltop of a toilet seat in the bathroom.: 0.9853448271751404
A cat is perched on Fthe top of a toilet seat in the bathroom.: 0.9972711205482483,A cat is perched on th top of a toilet seat on the bathroom.: 0.9853105545043945
A cat is perched on fthe top of a toilet seat in the bathroom.: 0.9972711205482483,A cat is perched on thRe top of a toilet seat in th bathroom.: 0.9852210283279419
A cat is Nperched on the top of a toilet seat in the bathroom.: 0.9972328543663025,A cat is perched on thSe top of a toilet seat in th bathroom.: 0.9852108359336853
A cat is nperched on the top of a toilet seat in the bathroom.: 0.9972328543663025,A cat is perched on Ythe top of a toilet seat in tte bathroom.: 0.9848514795303345
A cat is perched on Rthe top of a toilet seat in the bathroom.: 0.9970253109931946,A cat is perched on the top of a toilet seat in tnhe Bathroom.: 0.9848361015319824
A cat is perched on rthe top of a toilet seat in the bathroom.: 0.9970253109931946,A cat is perched on the top of a toilet seat ln the bathrom.: 0.9847842454910278
A cat is perched on the top of a toilet seat in Fthe bathroom.: 0.9968059659004211,A cat s perched on he top of a toilet seat in the bathroom.: 0.9847734570503235
A cat is perched on the top of a toilet seat in fthe bathroom.: 0.9968059659004211,A cat is perched on yhe top oFf a toilet seat in the bathroom.: 0.9847134947776794
A cat is perched on the top of a toilet Eseat in the bathroom.: 0.9967905879020691,A cat is perched on the top of a toilet seat in teh bathromo.: 0.9846852421760559
A cat is perched on the top of a toilet eseat in the bathroom.: 0.9967905879020691,A cat is perched on teh top of a toilet seat in ythe bathroom.: 0.9845598340034485
A cat is Jperched on the top of a toilet seat in the bathroom.: 0.9967831969261169,A cat s perched on the top of a toilet seat in the bathrom.: 0.9845174551010132
A cat is jperched on the top of a toilet seat in the bathroom.: 0.9967831969261169,A cat is perched on the top of a toilet seat i the bathrooFm.: 0.9844909906387329
A cat is perched on the top of a toilet seat in Sthe bathroom.: 0.9966542720794678,A cat is perched on te top of a toilet seat in th bathroom.: 0.9843437075614929
A cat is perched on the top of a toilet seat in sthe bathroom.: 0.9966542720794678,A cat is perched on teh top of a toilet seat in the bathromo.: 0.9843180775642395
A cat is perched on the top of a toilet Aseat in the bathroom.: 0.996538519859314,A cat s perched on te top of a toilet seat in the bathroom.: 0.9842670559883118
A cat is perched on the top of a toilet aseat in the bathroom.: 0.996538519859314,A cat is perched on the top of a toilet seat i The bathroom.: 0.9841960668563843
A cat is perched on Tthe top of a toilet seat in the bathroom.: 0.9964854121208191,A cat is perched on the top of a toilet seat i the bathrom.: 0.9841694235801697
A cat is perched on tThe top of a toilet seat in the bathroom.: 0.9964854121208191,A cat is perched on the top tof a toilet seat in the bathroon.: 0.984134316444397
A cat is perched on tthe top of a toilet seat in the bathroom.: 0.9964854121208191,A cat is perched on Hthe top of a toilet seat in thYe bathroom.: 0.9841222167015076
A cat is Eperched on the top of a toilet seat in the bathroom.: 0.9964464902877808,A cat s perched on the top of a toilet seat in the bathroon.: 0.9840814471244812
A cat is eperched on the top of a toilet seat in the bathroom.: 0.9964464902877808,A cat is perched on th top of a toilet seat in the Sbathroom.: 0.9840608239173889
A cat is perched on Dthe top of a toilet seat in the bathroom.: 0.996420681476593,A cat is perched on the top of a toilet seat Ln kthe bathroom.: 0.9839772582054138
A cat is perched on dthe top of a toilet seat in the bathroom.: 0.996420681476593,A cat is perched on te Rtop of a toilet seat in the bathroom.: 0.983962893486023
A cat is perched on the top of a toilet Tseat in the bathroom.: 0.9963183403015137,A cat is perched on the top of a toilet seat ln yhe bathroom.: 0.983840823173523
A cat is perched on the top of a toilet tseat in the bathroom.: 0.9963183403015137,A cat is perched on the top of a toilet sseat in the bathSroom.: 0.9837974905967712
A cat is perched on Pthe top of a toilet seat in the bathroom.: 0.9962892532348633,A cat is perched in the top of a toilet seat in teh bathroom.: 0.9837484359741211
A cat is perched on pthe top of a toilet seat in the bathroom.: 0.9962892532348633,A cat is perched on the top of a toilet seat in tbhe bathroOm.: 0.983651340007782
A cat is perched on the top of a toilet Dseat in the bathroom.: 0.9962314963340759,A cat is perched on hte top of a toilet seat in the bathromo.: 0.9836270809173584
A cat is perched on the top of a toilet dseat in the bathroom.: 0.9962314963340759,A cat is perched on teh top of a toilet seat in Ghe bathroom.: 0.9836190938949585
A cat is perched on the top of a toilet seat in Dthe bathroom.: 0.9961685538291931,A cat is perched on teh top of a toilet seat in ghe bathroom.: 0.9836190938949585
A cat is perched on the top of a toilet seat in dthe bathroom.: 0.9961685538291931,A cat is perched on tHe top eof a toilet seat in the bathroom.: 0.9835561513900757
A cat is perched on the top of a toilet seat in he bathroom.: 0.9961602091789246,A cat is perched oN thWe top of a toilet seat in the bathroom.: 0.9834609031677246
A cat is perched on Gthe top of a toilet seat in the bathroom.: 0.9961044192314148,A cat js perched on te top of a toilet seat in the bathroom.: 0.9834275245666504
A cat is perched on gthe top of a toilet seat in the bathroom.: 0.9961044192314148,A cat is perched on teh top of a toilet seat in th bathroom.: 0.9834024906158447
A cat is perched on the top of a toilet Cseat in the bathroom.: 0.9960585832595825,A cat is perched on the top of a toilet Tseat in teh bathroom.: 0.983392059803009
A cat is perched on the top of a toilet cseat in the bathroom.: 0.9960585832595825,A cat is perched on the top of a toilet Rseat ln the bathroom.: 0.9833589196205139
A cat is Rperched on the top of a toilet seat in the bathroom.: 0.9959820508956909,A cat ks perched on he top of a toilet seat in the bathroom.: 0.9833164811134338
A cat is rperched on the top of a toilet seat in the bathroom.: 0.9959820508956909,A cat is perched on the top of a toilet seat iIn thme bathroom.: 0.9832369089126587
A cat is perched on the Atop of a toilet seat in the bathroom.: 0.9959701895713806,A cat is perched on the top of a toilet seat in he bathroiom.: 0.9832305312156677
A cat is perched on the atop of a toilet seat in the bathroom.: 0.9959701895713806,A cat is perched on the top of a toilet seat kn the bathrom.: 0.9832080006599426
A cat is perched on the top of a toilet Sseat in the bathroom.: 0.9959627389907837,A cat is perched on the top of a toilet seat Iin tQe bathroom.: 0.9831028580665588
A cat is perched on the top of a toilet sSeat in the bathroom.: 0.9959627389907837,A cat is perched on Nthe top of a toilet seat in fhe bathroom.: 0.9830721020698547
A cat is perched on the top of a toilet sseat in the bathroom.: 0.9959627389907837,A cat Vis perched on teh top of a toilet seat in the bathroom.: 0.9829959273338318
A cat is perched on Othe top of a toilet seat in the bathroom.: 0.9958866238594055,A cat is perched on te top of a toilet seat in the bathroo.: 0.9829775094985962
A cat is perched on othe top of a toilet seat in the bathroom.: 0.9958866238594055,A cat is perched on the top of a Btoilet seat in the bathrom.: 0.9828038215637207
A cat is perched on the top of a toilet seat in Jthe bathroom.: 0.9958766102790833,A cat is perched on the top of a toilet seat i the bathroon.: 0.9827341437339783
A cat is perched on the top of a toilet seat in jthe bathroom.: 0.9958766102790833,A cat js perched on the top of a toilet seat in the bathroo.: 0.9827302098274231
A cat is perched on the top of a toilet seat in the Sbathroom.: 0.9958463311195374,A cat is perched in teh top of a toilet seat in the bathroom.: 0.9827289581298828
A cat is perched on the top of a toilet seat in the sbathroom.: 0.9958463311195374,A cat is perched on teh top of a toilet seat in the bathroo.: 0.9827238917350769
A cat is perched on the top of a toilet seat in Pthe bathroom.: 0.99582839012146,A cat is perched on the top of a toilet seat din the bathroofm.: 0.9827167987823486
A cat is perched on the top of a toilet seat in pthe bathroom.: 0.99582839012146,A cat s perched on the top of a toilet seat kn the bathroom.: 0.9825831651687622
A cat is perched on the top of a toilet seat in Rthe bathroom.: 0.9957876205444336,A cat s perched on the top of a toilet seat in th bathroom.: 0.9825091361999512
A cat is perched on the top of a toilet seat in rthe bathroom.: 0.9957876205444336,A cat is perched on teh top of a toilet seat in the bathropm.: 0.9824008941650391
A cat is perched on the top of a toilet seat En the bathroom.: 0.995661735534668,A cat is perched on teh top of a toilet xseat in the bathroom.: 0.9823639392852783
A cat is perched on the top of a toilet seat en the bathroom.: 0.995661735534668,A cat is perched on Athe top of a toilet seat in hhe bathroom.: 0.98233562707901
A cat is perched on Vthe top of a toilet seat in the bathroom.: 0.9955540895462036,A cat is perched in thce top of a toilet seat in the bathroom.: 0.9823238253593445
A cat is perched on vthe top of a toilet seat in the bathroom.: 0.9955540895462036,A cat is perched on te top of a toilet seat in teh bathroom.: 0.9822803735733032
A cat is perched on the top oFf a toilet seat in the bathroom.: 0.9955414533615112,A cat is perched on the top of a toilet seat in thze bathroo.: 0.9822565913200378
A cat is perched on the top off a toilet seat in the bathroom.: 0.9955414533615112,A cat s perched on fhe top of a toilet seat in the bathroom.: 0.9822493195533752
A cat is perched on the top of a toilet seat in Gthe bathroom.: 0.9955413937568665,A cat s perched on the top of a toilet seat in the bathromo.: 0.982148289680481
A cat is perched on the top of a toilet seat in gthe bathroom.: 0.9955413937568665,A cat is perched on the top of a toilet seat in thr bathrom.: 0.9820568561553955
A cat is perched on Ethe top of a toilet seat in the bathroom.: 0.9953567385673523,A cat is Hperched on the tip of a toilet seat in the bathroom.: 0.9818642139434814
A cat is perched on ethe top of a toilet seat in the bathroom.: 0.9953567385673523,A cat is perched on teh top of a toilet seat in tMhe bathroom.: 0.981863260269165
A cat is perched on Ythe top of a toilet seat in the bathroom.: 0.9953200221061707,A cat in perched on hte top of a toilet seat in the bathroom.: 0.9818281531333923
A cat is perched on ythe top of a toilet seat in the bathroom.: 0.9953200221061707,A cat os perched on the top of a toilet seat in he bathroom.: 0.981753408908844
A cat is perched on Hthe top of a toilet seat in the bathroom.: 0.9952901601791382,A cat is perched on the tmop of a toilet seat In the bathroom.: 0.9817510843276978
A cat is perched on hthe top of a toilet seat in the bathroom.: 0.9952901601791382,A cat is perched on the top of a toilet Eseat i the bathroom.: 0.9816634654998779
A cat is perched on the top of a toilet seat in the bathrooMm.: 0.9952533841133118,A cat is perched on fhe top of a toilet seat in the bathrovom.: 0.9816277027130127
A cat is perched on the top of a toilet seat in the bathroomm.: 0.9952533841133118,A cat es perched on the top of a Ntoilet seat in the bathroom.: 0.9816142916679382
A cat is perched on Jthe top of a toilet seat in the bathroom.: 0.9952185153961182,A cat is perched on the top of a toilet seat in te bathrom.: 0.981555700302124
A cat is perched on jthe top of a toilet seat in the bathroom.: 0.9952185153961182,A cat is Tperched on he top of a toilet seat in the bathroom.: 0.9814263582229614
A cat is perched on Athe top of a toilet seat in the bathroom.: 0.9951992034912109,A cat is perched on the top of a toilet seat kn fhe bathroom.: 0.9813699722290039
A cat is perched on athe top of a toilet seat in the bathroom.: 0.9951992034912109,A cat is perched on the top of a toilet seat in ths bathrom.: 0.9813546538352966
A cat is perched on Wthe top of a toilet seat in the bathroom.: 0.9951980710029602,A cat is perched on teh top of a toilet seat in the bathroim.: 0.9813466668128967
A cat is perched on wthe top of a toilet seat in the bathroom.: 0.9951980710029602,A cat is perched on the top of a toilet seat in teh bathlroom.: 0.9812895059585571
A cat is perched on the top of a toilet Fseat in the bathroom.: 0.9950228929519653,A cat is perched on the top of a toilet seat iL the bathromo.: 0.9812711477279663
A cat is perched on the top of a toilet fseat in the bathroom.: 0.9950228929519653,A cat is perched on the top of a toilet seat il the bathromo.: 0.9812711477279663
A cat is perched on Ithe top of a toilet seat in the bathroom.: 0.9950031638145447,A cat is perched on the top of a toilet seat iP the Bbathroom.: 0.9812238812446594
A cat is perched on ithe top of a toilet seat in the bathroom.: 0.9950031638145447,A cat js perched on the top of a toilet seat in teh bathroom.: 0.9812085628509521
A cat is perched on the top of a toilet seat in Vthe bathroom.: 0.9949755072593689,A cat s perched on the top of a toilet seat in the bathroo.: 0.9811853766441345
A cat is perched on the top of a toilet seat in vthe bathroom.: 0.9949755072593689,A cat s perched on the top of a toilet seat in thie bathroom.: 0.9810243844985962
A cat is perched on the top of a toilet seat in Wthe bathroom.: 0.994901180267334,A cat is perched on the tolp of a toilet Sseat in the bathroom.: 0.9808845520019531
A cat is perched on the top of a toilet seat in wthe bathroom.: 0.994901180267334,A cat s perched on teh top of a toilet seat in the bathroom.: 0.9808622002601624
A cat is perched on the top of a toilet Gseat in the bathroom.: 0.9948358535766602,A cat is perched on nhe top of a toilet seat in thee bathroom.: 0.9808584451675415
A cat is perched on the top of a toilet gseat in the bathroom.: 0.9948358535766602,A cat is nperched on tbe top of a toilet seat in the bathroom.: 0.9808168411254883
A cat is perched on the top of a toilet Lseat in the bathroom.: 0.9946489930152893,A cat is perched on the top of a toilet seat kn teh bathroom.: 0.980767011642456
A cat is perched on the top of a toilet lseat in the bathroom.: 0.9946489930152893,A cat s perched on hhe top of a toilet seat in the bathroom.: 0.9807559847831726
A cat is perched on the top of a toilet seat in She bathroom.: 0.9945650100708008,A cat is perched on yhe top of a toilet seat in the batHhroom.: 0.9807432293891907
A cat is perched on the top of a toilet seat in she bathroom.: 0.9945650100708008,A cat is perched on the typ of a toilet seat in he bathroom.: 0.9806889295578003
A cat is perched on Cthe top of a toilet seat in the bathroom.: 0.9944918751716614,A cat is perched on the Qtop of a toilet seat in the bathrom.: 0.9806281924247742
A cat is perched on cthe top of a toilet seat in the bathroom.: 0.9944918751716614,A cat is mperched on the top of a toilet seat in the bathoom.: 0.9806134104728699
A cat is perched on the top of a toilet seat in Tthe bathroom.: 0.9944742321968079,A cat is perched on the top of a toilet seat in lthe bathrom.: 0.9805886149406433
A cat is perched on the top of a toilet seat in tThe bathroom.: 0.9944742321968079,A cat is perched on the top of a toilet seat i othe bathroom.: 0.9805253148078918
A cat is perched on the top of a toilet seat in tthe bathroom.: 0.9944742321968079,A cat is perched on the top of a toilet seat in tha bathoom.: 0.9804314970970154
A cat is perched on the top of a toilet seat in the Lbathroom.: 0.9942995309829712,A cat ia perched on ghe top of a toilet seat in the bathroom.: 0.98042893409729
A cat is perched on the top of a toilet seat in the lbathroom.: 0.9942995309829712,A cat is perched on th top of a toilet seat in he bathroom.: 0.9803444147109985
A cat is perched on the top of a toilet seat in Othe bathroom.: 0.9942744374275208,A cat is perched on the top of a toilet seat i uthe bathroom.: 0.9803438782691956
A cat is perched on the top of a toilet seat in othe bathroom.: 0.9942744374275208,A cat is perched on the top of a toilet seat ln she bathroom.: 0.9803099632263184
A cat is perched on the top of a toilet seat in Ethe bathroom.: 0.9942124485969543,A cat is perched on hte top of a toilet seat in Whe bathroom.: 0.9802082180976868
A cat is perched on the top of a toilet seat in ethe bathroom.: 0.9942124485969543,A cat iL perched on the top of a toilet seat in he bathroom.: 0.9801422357559204
A cat is perched on Bthe top of a toilet seat in the bathroom.: 0.9941266775131226,A cat s perched on th top of a toilet seat in the bathroom.: 0.9801409840583801
A cat is perched on bthe top of a toilet seat in the bathroom.: 0.9941266775131226,A cat Ws perched on hte top of a toilet seat in the bathroom.: 0.9801371097564697
A cat is perched In the top of a toilet seat in the bathroom.: 0.9940783977508545,A cat is perched on th top of a toilet seat in pthe bathroom.: 0.980100154876709
A cat is perched in the top of a toilet seat in the bathroom.: 0.9940783977508545,A cat is perched on the top of a toilet seat ln the bathropm.: 0.9798888564109802
A cat is Vperched on the top of a toilet seat in the bathroom.: 0.9940671324729919,A cat is perched on teh top of a toilet seat in teh bathroom.: 0.9798880219459534
A cat is vperched on the top of a toilet seat in the bathroom.: 0.9940671324729919,A cat is perched on the top of a toilet seat yn thae bathroom.: 0.9798837304115295
A cat is perched on the top of a toilet seat in Kthe bathroom.: 0.994041383266449,A cat is perched on thpe top of a toilet seat in thy bathroom.: 0.9798550605773926
A cat is perched on the top of a toilet seat in kthe bathroom.: 0.994041383266449,A cat is perched on thue Ztop of a toilet seat in the bathroom.: 0.9798507690429688
A cat is perched on the Ttop of a toilet seat in the bathroom.: 0.9940387606620789,A cat is Lperched oFn the top of a toilet seat in the bathroom.: 0.9798045754432678
A cat is perched on the tTop of a toilet seat in the bathroom.: 0.9940387606620789,A cat ks perched on the top of a toilet seat in the bathroo.: 0.97968590259552
A cat is perched on the ttop of a toilet seat in the bathroom.: 0.9940387606620789,A cat qs perched in the top of a toilet seat in the bathroom.: 0.9796816110610962
A cat is perched on Uthe top of a toilet seat in the bathroom.: 0.9939342141151428,A cat s perched on the top of a toilet seat ln the bathroom.: 0.9796430468559265
A cat is perched on uthe top of a toilet seat in the bathroom.: 0.9939342141151428,A cat is perched on the top of a toilet Kseat in teh bathroom.: 0.9796196222305298
A cat is perched on tTe top of a toilet seat in the bathroom.: 0.9938505291938782,A cat is perched on the top of a toilet seat kn te bathroom.: 0.9796065092086792
A cat is perched on tte top of a toilet seat in the bathroom.: 0.9938505291938782,A cat iZ perched on the top of a toilet seat in mhe bathroom.: 0.9795656800270081
A cat is perched on Xthe top of a toilet seat in the bathroom.: 0.9938173294067383,A cat cis perched on mthe top of a toilet seat in the bathroom.: 0.9795586466789246
A cat is perched on xthe top of a toilet seat in the bathroom.: 0.9938173294067383,A cat is perched on teh top of a toilet zseat in the bathroom.: 0.9795224666595459
A cat is perched on the top of a toilet Qseat in the bathroom.: 0.9938031435012817,A cat is perched on the top of a toilet seat Uin the bathromo.: 0.9794938564300537
A cat is perched on the top of a toilet qseat in the bathroom.: 0.9938031435012817,A cat os perched in the top of a toilet seat in the bathroom.: 0.9794651865959167
A cat is Zperched on the top of a toilet seat in the bathroom.: 0.9937953948974609,A cat is perched in tue top of a toilet seat in the bathroom.: 0.9794611930847168
A cat is zperched on the top of a toilet seat in the bathroom.: 0.9937953948974609,A cat si perched on the top Of a toilet seat in the bathroom.: 0.9794389605522156
A cat is perched on the top of a toilet seat in Mthe bathroom.: 0.9936907887458801,A cat si perched on the top of a toilet seaT in the bathroom.: 0.9794389605522156
A cat is perched on the top of a toilet seat in mthe bathroom.: 0.9936907887458801,A cat is perched on the toP of a toilet seat in bhe bathroom.: 0.9793963432312012
A cat is perched on the top of a toilet Pseat in the bathroom.: 0.9936638474464417,A cat is perched on teh top of a toilet seat in Whe bathroom.: 0.979372501373291
A cat is perched on the top of a toilet pseat in the bathroom.: 0.9936638474464417,A cat is perched on thSe top of a toilet seat in te bathroom.: 0.9793662428855896
A cat is perched on the top of a toilet seat in the bathrooLm.: 0.9936352372169495,A cat is perched on the ttop of a toilet seat in the bathlroom.: 0.979354977607727
A cat is perched on the top of a toilet seat in the bathroolm.: 0.9936352372169495,A cat is perched on te top of a toilet seat in te bathroom.: 0.9793203473091125
A cat is perched on the top of a toilet seat in Ythe bathroom.: 0.9936119914054871,A cat is perched on the top of a toilet seat i he bathroom.: 0.9792768359184265
A cat is perched on the top of a toilet seat in ythe bathroom.: 0.9936119914054871,A cat is perched on th top of a toilet seat in Jthe bathroom.: 0.9792616367340088
A cat is perched on Whe top of a toilet seat in the bathroom.: 0.9935843348503113,A cat is perched on Vthe top of a toilet seat i the bathroom.: 0.9792303442955017
A cat is perched on whe top of a toilet seat in the bathroom.: 0.9935843348503113,A cat is perched en teh top of a toilet seat in the bathroom.: 0.9792287349700928
A cat is perched on the top of a toilet Rseat in the bathroom.: 0.9935177564620972,A cat is perched on hhe top of a toilet seat in yhe bathroom.: 0.9792280197143555
A cat is perched on the top of a toilet rseat in the bathroom.: 0.9935177564620972,A cat is perched on te top of a toilet seat in nhe bathroom.: 0.9791910648345947
